2025-10-30 18:13:12.406 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x000001FEE519DBE0>
2025-10-30 18:34:07.342 | INFO     | main:main:43 | Bucket details: [{'bucket_name': 'relmart-sales-project', 'folder_path': 'sales_data/'}]
2025-10-30 18:34:07.342 | INFO     | main:main:53 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 18:34:08.528 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 18:34:08.528 | INFO     | main:main:68 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 18:34:08.531 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:34:08.537 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:34:08.537 | INFO     | main:main:100 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 18:34:16.945 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x000002D11BB4D2B0>
2025-10-30 18:34:16.945 | INFO     | main:main:105 | Spark Session Created
2025-10-30 18:34:16.945 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 18:53:34.819 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:53:34.828 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:53:34.829 | INFO     | read_s3_metadata:get_bucket_details:21 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 18:53:34.829 | INFO     | main:main:53 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 18:53:36.044 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 18:53:36.044 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-sales-project/sales_data/
2025-10-30 18:53:36.044 | ERROR    | main:main:66 | Since No Files found, Exiting...
2025-10-30 18:53:36.045 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 18:54:35.665 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:54:35.673 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:54:35.674 | INFO     | read_s3_metadata:get_bucket_details:21 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 18:54:35.674 | INFO     | main:main:53 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 18:54:36.909 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 18:54:36.911 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:54:36.916 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:54:36.917 | INFO     | main:main:99 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 18:54:36.917 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 18:55:57.685 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:55:57.694 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:55:57.695 | INFO     | read_s3_metadata:get_bucket_details:21 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 18:55:58.885 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 18:55:58.888 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:55:58.893 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:55:58.894 | INFO     | main:main:100 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 18:56:07.390 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x00000208EB96D2B0>
2025-10-30 18:56:07.390 | INFO     | main:main:105 | Spark Session Created
2025-10-30 18:56:07.390 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 18:56:08.274 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:56:08.283 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:56:08.284 | INFO     | read_s3_metadata:get_bucket_details:21 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 18:56:09.437 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 18:56:09.440 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 18:56:09.444 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 18:56:09.444 | INFO     | main:main:100 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 18:56:09.444 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 19:01:33.971 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:01:33.980 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:01:33.981 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:01:33.984 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:01:33.985 | INFO     | read_s3_metadata:get_bucket_details:21 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 19:01:35.149 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 19:01:35.153 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:01:35.161 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:01:35.162 | INFO     | main:main:105 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 19:01:35.162 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 19:03:54.955 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:03:54.964 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:03:54.964 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 19:03:56.114 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 19:03:56.116 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:03:56.120 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:03:56.120 | INFO     | main:main:105 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 19:06:15.618 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:06:15.627 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:06:15.627 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 19:06:16.815 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 19:06:16.818 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:06:16.822 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:06:16.822 | INFO     | main:main:105 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 19:06:16.823 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 19:07:54.004 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 19:07:54.018 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 19:07:54.019 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 19:07:55.320 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 19:07:55.321 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 19:07:55.322 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:13:26.142 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:13:26.151 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:13:26.152 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 1 active bucket(s) for environment: dev
2025-10-30 21:13:27.977 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:13:27.977 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:13:27.978 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:13:36.354 | INFO     | spark_session:spark_session:14 | spark session <pyspark.sql.session.SparkSession object at 0x000001DD855A52B0>
2025-10-30 21:13:36.354 | INFO     | main:main:110 | Spark Session Created
2025-10-30 21:13:37.067 | ERROR    | main:main:119 | Job failed, exited with error: [PATH_NOT_FOUND] Path does not exist: file:/Z:/Projects/relmart-project/src/main/transformations/jobs/sales_data/2025_10_30/Customers.csv. SQLSTATE: 42K03
2025-10-30 21:13:37.068 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:28:10.950 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:28:10.962 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:28:10.963 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 21:28:12.252 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:28:12.252 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:28:12.253 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:28:12.256 | ERROR    | aws_read:list_files:41 | Got this error : %s
2025-10-30 21:28:12.256 | ERROR    | main:main:119 | Job failed, exited with error: Parameter validation failed:
Invalid bucket name "relmart-sales-project ": Bucket name must match the regex "^[a-zA-Z0-9.\-_]{1,255}$" or be an ARN matching the regex "^arn:(aws).*:(s3|s3-object-lambda):[a-z\-0-9]*:[0-9]{12}:accesspoint[/:][a-zA-Z0-9\-.]{1,63}$|^arn:(aws).*:s3-outposts:[a-z\-0-9]+:[0-9]{12}:outpost[/:][a-zA-Z0-9\-]{1,63}[/:]accesspoint[/:][a-zA-Z0-9\-]{1,63}$"
2025-10-30 21:28:12.256 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:28:16.387 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:28:16.396 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:28:16.396 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 21:28:17.831 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:28:17.832 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:28:17.833 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:28:17.836 | ERROR    | aws_read:list_files:41 | Got this error : %s
2025-10-30 21:28:17.836 | ERROR    | main:main:119 | Job failed, exited with error: Parameter validation failed:
Invalid bucket name "relmart-sales-project ": Bucket name must match the regex "^[a-zA-Z0-9.\-_]{1,255}$" or be an ARN matching the regex "^arn:(aws).*:(s3|s3-object-lambda):[a-z\-0-9]*:[0-9]{12}:accesspoint[/:][a-zA-Z0-9\-.]{1,63}$|^arn:(aws).*:s3-outposts:[a-z\-0-9]+:[0-9]{12}:outpost[/:][a-zA-Z0-9\-]{1,63}[/:]accesspoint[/:][a-zA-Z0-9\-]{1,63}$"
2025-10-30 21:28:17.837 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:34:20.438 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:34:20.447 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:34:20.447 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 3 active bucket(s) for environment: dev
2025-10-30 21:34:21.647 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:34:21.647 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:34:21.647 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:34:21.966 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data2/
2025-10-30 21:34:21.966 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-sales-project/sales_data2/
2025-10-30 21:34:21.966 | ERROR    | main:main:72 | No files found in [] 
2025-10-30 21:34:21.968 | ERROR    | aws_read:list_files:41 | Got this error : %s
2025-10-30 21:34:21.968 | ERROR    | main:main:119 | Job failed, exited with error: Parameter validation failed:
Invalid bucket name "relmart-project-test ": Bucket name must match the regex "^[a-zA-Z0-9.\-_]{1,255}$" or be an ARN matching the regex "^arn:(aws).*:(s3|s3-object-lambda):[a-z\-0-9]*:[0-9]{12}:accesspoint[/:][a-zA-Z0-9\-.]{1,63}$|^arn:(aws).*:s3-outposts:[a-z\-0-9]+:[0-9]{12}:outpost[/:][a-zA-Z0-9\-]{1,63}[/:]accesspoint[/:][a-zA-Z0-9\-]{1,63}$"
2025-10-30 21:34:21.969 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:36:57.073 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:36:57.082 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:36:57.083 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 2 active bucket(s) for environment: dev
2025-10-30 21:36:58.216 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:36:58.216 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:36:58.218 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:36:58.220 | ERROR    | aws_read:list_files:41 | Got this error : %s
2025-10-30 21:36:58.220 | ERROR    | main:main:119 | Job failed, exited with error: Parameter validation failed:
Invalid bucket name "relmart-project-test ": Bucket name must match the regex "^[a-zA-Z0-9.\-_]{1,255}$" or be an ARN matching the regex "^arn:(aws).*:(s3|s3-object-lambda):[a-z\-0-9]*:[0-9]{12}:accesspoint[/:][a-zA-Z0-9\-.]{1,63}$|^arn:(aws).*:s3-outposts:[a-z\-0-9]+:[0-9]{12}:outpost[/:][a-zA-Z0-9\-]{1,63}[/:]accesspoint[/:][a-zA-Z0-9\-]{1,63}$"
2025-10-30 21:36:58.220 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:37:51.749 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:37:51.758 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:37:51.759 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 2 active bucket(s) for environment: dev
2025-10-30 21:37:52.955 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:37:52.955 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:37:52.957 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:37:54.142 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 21:37:54.143 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 21:37:54.143 | ERROR    | main:main:72 | No files found in [] 
2025-10-30 21:37:54.145 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:40:14.836 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:40:14.845 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:40:14.845 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 2 active bucket(s) for environment: dev
2025-10-30 21:40:14.846 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 21:40:15.989 | INFO     | aws_read:list_files:11 | {'ResponseMetadata': {'RequestId': '9RVXGB9AG4NQ1YNF', 'HostId': 'OFmXKj2I0DcIL8j+6hVczxfIwnCJOp7Q/XD8WOERgkVD6OGS2Df44S7PsWNep62HB09i7MvOa/tZ6qOtkZ8gdFOc7d5JuSuW5EH4APH6Ng0=', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amz-id-2': 'OFmXKj2I0DcIL8j+6hVczxfIwnCJOp7Q/XD8WOERgkVD6OGS2Df44S7PsWNep62HB09i7MvOa/tZ6qOtkZ8gdFOc7d5JuSuW5EH4APH6Ng0=', 'x-amz-request-id': '9RVXGB9AG4NQ1YNF', 'date': 'Thu, 30 Oct 2025 16:10:17 GMT', 'x-amz-bucket-region': 'us-east-1', 'content-type': 'application/xml', 'transfer-encoding': 'chunked', 'server': 'AmazonS3'}, 'RetryAttempts': 0}, 'IsTruncated': False, 'Contents': [{'Key': 'sales_data/', 'LastModified': datetime.datetime(2025, 10, 29, 10, 37, 6, tzinfo=tzutc()), 'ETag': '"d41d8cd98f00b204e9800998ecf8427e"', 'ChecksumAlgorithm': ['CRC64NVME'], 'ChecksumType': 'FULL_OBJECT', 'Size': 0, 'StorageClass': 'STANDARD'}, {'Key': 'sales_data/2025_10_30/Customers.csv', 'LastModified': datetime.datetime(2025, 10, 30, 13, 24, 32, tzinfo=tzutc()), 'ETag': '"3e002ca38eb7c94d3cd3a126d244e5c4"', 'ChecksumAlgorithm': ['CRC32'], 'ChecksumType': 'FULL_OBJECT', 'Size': 488, 'StorageClass': 'STANDARD'}, {'Key': 'sales_data/2025_10_30/Working_Employees.csv', 'LastModified': datetime.datetime(2025, 10, 30, 13, 24, 33, tzinfo=tzutc()), 'ETag': '"7057164eb9e0fade365e96cf138d5077"', 'ChecksumAlgorithm': ['CRC32'], 'ChecksumType': 'FULL_OBJECT', 'Size': 1022, 'StorageClass': 'STANDARD'}, {'Key': 'sales_data/2025_10_30/people.json', 'LastModified': datetime.datetime(2025, 10, 30, 13, 24, 33, tzinfo=tzutc()), 'ETag': '"052bcc20381ecd8c10daf61ab806ba81"', 'ChecksumAlgorithm': ['CRC32'], 'ChecksumType': 'FULL_OBJECT', 'Size': 257, 'StorageClass': 'STANDARD'}], 'Name': 'relmart-sales-project', 'Prefix': 'sales_data/', 'MaxKeys': 1000, 'EncodingType': 'url', 'KeyCount': 4}
2025-10-30 21:40:15.990 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:40:15.990 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
2025-10-30 21:40:15.991 | INFO     | main:main:103 | No records in ['Customers.csv', 'Working_Employees.csv']
2025-10-30 21:40:15.991 | INFO     | main:main:59 | Processing S3 bucket: relmart-project-test, folder: sales_test/
2025-10-30 21:40:17.562 | INFO     | aws_read:list_files:11 | {'ResponseMetadata': {'RequestId': '1JDYJYXJ3FG9RRNF', 'HostId': 'VuYQMPprTd4PbmJJa7gQcZUBki/DKXkc0umGZtT0nJDBBIhqhBIkl+DeuvqpL295ubAwj3qOhdWCd9duWQyr4ueMx5LiVr8C6MlGB1YEDW8=', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amz-id-2': 'VuYQMPprTd4PbmJJa7gQcZUBki/DKXkc0umGZtT0nJDBBIhqhBIkl+DeuvqpL295ubAwj3qOhdWCd9duWQyr4ueMx5LiVr8C6MlGB1YEDW8=', 'x-amz-request-id': '1JDYJYXJ3FG9RRNF', 'date': 'Thu, 30 Oct 2025 16:10:18 GMT', 'x-amz-bucket-region': 'us-east-1', 'content-type': 'application/xml', 'transfer-encoding': 'chunked', 'server': 'AmazonS3'}, 'RetryAttempts': 0}, 'IsTruncated': False, 'Contents': [{'Key': 'sales_test/', 'LastModified': datetime.datetime(2025, 10, 30, 15, 56, 27, tzinfo=tzutc()), 'ETag': '"d41d8cd98f00b204e9800998ecf8427e"', 'ChecksumAlgorithm': ['CRC64NVME'], 'ChecksumType': 'FULL_OBJECT', 'Size': 0, 'StorageClass': 'STANDARD'}], 'Name': 'relmart-project-test', 'Prefix': 'sales_test/', 'MaxKeys': 1000, 'EncodingType': 'url', 'KeyCount': 1}
2025-10-30 21:40:17.563 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-project-test/sales_test/
2025-10-30 21:40:17.563 | WARNING  | aws_read:list_files:35 | No CSV files present in relmart-project-test/sales_test/
2025-10-30 21:40:17.563 | ERROR    | main:main:72 | No files found in [] 
2025-10-30 21:40:17.565 | INFO     | mysql_session:disconnect:32 | 🔌 MySQL connection closed.
2025-10-30 21:41:14.105 | INFO     | mysql_session:get_mysql_connection:16 | Connecting to mysql database...
2025-10-30 21:41:14.113 | INFO     | mysql_session:get_mysql_connection:23 | Connection with mysql established.
2025-10-30 21:41:14.114 | INFO     | read_s3_metadata:get_bucket_details:20 | Fetched 2 active bucket(s) for environment: dev
2025-10-30 21:41:14.114 | INFO     | main:main:59 | Processing S3 bucket: relmart-sales-project, folder: sales_data/
2025-10-30 21:41:15.334 | INFO     | aws_read:list_files:18 | Looking for Files in relmart-sales-project/sales_data/
2025-10-30 21:41:15.335 | INFO     | main:main:74 | List of absolute file paths for CSVs found on S3 bucket: ['s3://relmart-sales-project/sales_data/2025_10_30/Customers.csv', 's3://relmart-sales-project/sales_data/2025_10_30/Working_Employees.csv']
